"Longitud de onda (nm)","Absorbancia","Tratamiento"
475,"0.622207","Bloqueador Extracto"
474,"0.624019","Bloqueador Extracto"
473,"0.624087","Bloqueador Extracto"
472,"0.625280","Bloqueador Extracto"
471,"0.625003","Bloqueador Extracto"
470,"0.625251","Bloqueador Extracto"
469,"0.624801","Bloqueador Extracto"
468,"0.627458","Bloqueador Extracto"
467,"0.627688","Bloqueador Extracto"
466,"0.628141","Bloqueador Extracto"
465,"0.627940","Bloqueador Extracto"
464,"0.628235","Bloqueador Extracto"
463,"0.629312","Bloqueador Extracto"
462,"0.630610","Bloqueador Extracto"
461,"0.629874","Bloqueador Extracto"
460,"0.631409","Bloqueador Extracto"
459,"0.631422","Bloqueador Extracto"
458,"0.631997","Bloqueador Extracto"
457,"0.633209","Bloqueador Extracto"
456,"0.634229","Bloqueador Extracto"
455,"0.633047","Bloqueador Extracto"
454,"0.635393","Bloqueador Extracto"
453,"0.635676","Bloqueador Extracto"
452,"0.636593","Bloqueador Extracto"
451,"0.635397","Bloqueador Extracto"
450,"0.636159","Bloqueador Extracto"
449,"0.638044","Bloqueador Extracto"
448,"0.637979","Bloqueador Extracto"
447,"0.637879","Bloqueador Extracto"
446,"0.637024","Bloqueador Extracto"
445,"0.639599","Bloqueador Extracto"
444,"0.641221","Bloqueador Extracto"
443,"0.641383","Bloqueador Extracto"
442,"0.641435","Bloqueador Extracto"
441,"0.641710","Bloqueador Extracto"
440,"0.640808","Bloqueador Extracto"
439,"0.643890","Bloqueador Extracto"
438,"0.643874","Bloqueador Extracto"
437,"0.643292","Bloqueador Extracto"
436,"0.644125","Bloqueador Extracto"
435,"0.643461","Bloqueador Extracto"
434,"0.646760","Bloqueador Extracto"
433,"0.648898","Bloqueador Extracto"
432,"0.649100","Bloqueador Extracto"
431,"0.647199","Bloqueador Extracto"
430,"0.649307","Bloqueador Extracto"
429,"0.650494","Bloqueador Extracto"
428,"0.649949","Bloqueador Extracto"
427,"0.651974","Bloqueador Extracto"
426,"0.652263","Bloqueador Extracto"
425,"0.649826","Bloqueador Extracto"
424,"0.650620","Bloqueador Extracto"
423,"0.652334","Bloqueador Extracto"
422,"0.653239","Bloqueador Extracto"
421,"0.653960","Bloqueador Extracto"
420,"0.654790","Bloqueador Extracto"
419,"0.656653","Bloqueador Extracto"
418,"0.657913","Bloqueador Extracto"
417,"0.657591","Bloqueador Extracto"
416,"0.658606","Bloqueador Extracto"
415,"0.661050","Bloqueador Extracto"
414,"0.660727","Bloqueador Extracto"
413,"0.661938","Bloqueador Extracto"
412,"0.660897","Bloqueador Extracto"
411,"0.662735","Bloqueador Extracto"
410,"0.665400","Bloqueador Extracto"
409,"0.664637","Bloqueador Extracto"
408,"0.664389","Bloqueador Extracto"
407,"0.665861","Bloqueador Extracto"
406,"0.665038","Bloqueador Extracto"
405,"0.667329","Bloqueador Extracto"
404,"0.668955","Bloqueador Extracto"
403,"0.667905","Bloqueador Extracto"
402,"0.668473","Bloqueador Extracto"
401,"0.670054","Bloqueador Extracto"
400,"0.669390","Bloqueador Extracto"
399,"0.672348","Bloqueador Extracto"
398,"0.672330","Bloqueador Extracto"
397,"0.673934","Bloqueador Extracto"
396,"0.674169","Bloqueador Extracto"
395,"0.673573","Bloqueador Extracto"
394,"0.674557","Bloqueador Extracto"
393,"0.676428","Bloqueador Extracto"
392,"0.677667","Bloqueador Extracto"
391,"0.676681","Bloqueador Extracto"
390,"0.677010","Bloqueador Extracto"
389,"0.679388","Bloqueador Extracto"
388,"0.678801","Bloqueador Extracto"
387,"0.680783","Bloqueador Extracto"
386,"0.683423","Bloqueador Extracto"
385,"0.681307","Bloqueador Extracto"
384,"0.681041","Bloqueador Extracto"
383,"0.682538","Bloqueador Extracto"
382,"0.683168","Bloqueador Extracto"
381,"0.685509","Bloqueador Extracto"
380,"0.687298","Bloqueador Extracto"
379,"0.686184","Bloqueador Extracto"
378,"0.685239","Bloqueador Extracto"
377,"0.686162","Bloqueador Extracto"
376,"0.687458","Bloqueador Extracto"
375,"0.691339","Bloqueador Extracto"
374,"0.691349","Bloqueador Extracto"
373,"0.692614","Bloqueador Extracto"
372,"0.692398","Bloqueador Extracto"
371,"0.704440","Bloqueador Extracto"
370,"0.704994","Bloqueador Extracto"
369,"0.706340","Bloqueador Extracto"
368,"0.705085","Bloqueador Extracto"
367,"0.704608","Bloqueador Extracto"
366,"0.705864","Bloqueador Extracto"
365,"0.704006","Bloqueador Extracto"
364,"0.707297","Bloqueador Extracto"
363,"0.712187","Bloqueador Extracto"
362,"0.709295","Bloqueador Extracto"
361,"0.710019","Bloqueador Extracto"
360,"0.709320","Bloqueador Extracto"
359,"0.712328","Bloqueador Extracto"
358,"0.714237","Bloqueador Extracto"
357,"0.716948","Bloqueador Extracto"
356,"0.717511","Bloqueador Extracto"
355,"0.717828","Bloqueador Extracto"
354,"0.717473","Bloqueador Extracto"
353,"0.715792","Bloqueador Extracto"
352,"0.721420","Bloqueador Extracto"
351,"0.722153","Bloqueador Extracto"
350,"0.723744","Bloqueador Extracto"
349,"0.724918","Bloqueador Extracto"
348,"0.722212","Bloqueador Extracto"
347,"0.726491","Bloqueador Extracto"
346,"0.725867","Bloqueador Extracto"
345,"0.728557","Bloqueador Extracto"
344,"0.730663","Bloqueador Extracto"
343,"0.731603","Bloqueador Extracto"
342,"0.729791","Bloqueador Extracto"
341,"0.730836","Bloqueador Extracto"
340,"0.734443","Bloqueador Extracto"
339,"0.733611","Bloqueador Extracto"
338,"0.735564","Bloqueador Extracto"
337,"0.735257","Bloqueador Extracto"
336,"0.734314","Bloqueador Extracto"
335,"0.741076","Bloqueador Extracto"
334,"0.738209","Bloqueador Extracto"
333,"0.744612","Bloqueador Extracto"
332,"0.746732","Bloqueador Extracto"
331,"0.747309","Bloqueador Extracto"
330,"0.750485","Bloqueador Extracto"
329,"0.750556","Bloqueador Extracto"
328,"0.752713","Bloqueador Extracto"
327,"0.754494","Bloqueador Extracto"
326,"0.761449","Bloqueador Extracto"
325,"0.762961","Bloqueador Extracto"
324,"0.763105","Bloqueador Extracto"
323,"0.765750","Bloqueador Extracto"
322,"0.771344","Bloqueador Extracto"
321,"0.771885","Bloqueador Extracto"
320,"0.776670","Bloqueador Extracto"
319,"0.780625","Bloqueador Extracto"
318,"0.781193","Bloqueador Extracto"
317,"0.790201","Bloqueador Extracto"
316,"0.791252","Bloqueador Extracto"
315,"0.799277","Bloqueador Extracto"
314,"0.801730","Bloqueador Extracto"
313,"0.808686","Bloqueador Extracto"
312,"0.814368","Bloqueador Extracto"
311,"0.820046","Bloqueador Extracto"
310,"0.830408","Bloqueador Extracto"
309,"0.839506","Bloqueador Extracto"
308,"0.850809","Bloqueador Extracto"
307,"0.861253","Bloqueador Extracto"
306,"0.873199","Bloqueador Extracto"
305,"0.888464","Bloqueador Extracto"
304,"0.899061","Bloqueador Extracto"
303,"0.907918","Bloqueador Extracto"
302,"0.921592","Bloqueador Extracto"
301,"0.924348","Bloqueador Extracto"
300,"0.935924","Bloqueador Extracto"
299,"0.942603","Bloqueador Extracto"
298,"0.951785","Bloqueador Extracto"
297,"0.956463","Bloqueador Extracto"
296,"0.960758","Bloqueador Extracto"
295,"0.968996","Bloqueador Extracto"
294,"0.964065","Bloqueador Extracto"
293,"0.944837","Bloqueador Extracto"
292,"0.914497","Bloqueador Extracto"
291,"0.872314","Bloqueador Extracto"
290,"0.831746","Bloqueador Extracto"
289,"0.825810","Bloqueador Extracto"
288,"0.822857","Bloqueador Extracto"
287,"0.810260","Bloqueador Extracto"
286,"0.811758","Bloqueador Extracto"
285,"0.806720","Bloqueador Extracto"
284,"0.805545","Bloqueador Extracto"
283,"0.804912","Bloqueador Extracto"
282,"0.807682","Bloqueador Extracto"
281,"0.800231","Bloqueador Extracto"
280,"0.804684","Bloqueador Extracto"
279,"0.791617","Bloqueador Extracto"
278,"0.800150","Bloqueador Extracto"
277,"0.791374","Bloqueador Extracto"
276,"0.795262","Bloqueador Extracto"
275,"0.780128","Bloqueador Extracto"
274,"0.785704","Bloqueador Extracto"
273,"0.773738","Bloqueador Extracto"
272,"0.773562","Bloqueador Extracto"
271,"0.784663","Bloqueador Extracto"
270,"0.782901","Bloqueador Extracto"
269,"0.783024","Bloqueador Extracto"
268,"0.769348","Bloqueador Extracto"
267,"0.770483","Bloqueador Extracto"
266,"0.762153","Bloqueador Extracto"
265,"0.773213","Bloqueador Extracto"
264,"0.778238","Bloqueador Extracto"
263,"0.769827","Bloqueador Extracto"
262,"0.764327","Bloqueador Extracto"
261,"0.751011","Bloqueador Extracto"
260,"0.753634","Bloqueador Extracto"
259,"0.741537","Bloqueador Extracto"
258,"0.748564","Bloqueador Extracto"
257,"0.752690","Bloqueador Extracto"
256,"0.748405","Bloqueador Extracto"
255,"0.741217","Bloqueador Extracto"
254,"0.742337","Bloqueador Extracto"
253,"0.736720","Bloqueador Extracto"
252,"0.740198","Bloqueador Extracto"
251,"0.738473","Bloqueador Extracto"
250,"0.723678","Bloqueador Extracto"
249,"0.653462","Bloqueador Extracto"
248,"0.647442","Bloqueador Extracto"
247,"0.651477","Bloqueador Extracto"
246,"0.663026","Bloqueador Extracto"
245,"0.647259","Bloqueador Extracto"
244,"0.640539","Bloqueador Extracto"
243,"0.630378","Bloqueador Extracto"
242,"0.639837","Bloqueador Extracto"
241,"0.641283","Bloqueador Extracto"
240,"0.627664","Bloqueador Extracto"
239,"0.640507","Bloqueador Extracto"
238,"0.638501","Bloqueador Extracto"
237,"0.632082","Bloqueador Extracto"
236,"0.631353","Bloqueador Extracto"
235,"0.628139","Bloqueador Extracto"
234,"0.625352","Bloqueador Extracto"
233,"0.621522","Bloqueador Extracto"
232,"0.614105","Bloqueador Extracto"
231,"0.614394","Bloqueador Extracto"
230,"0.605555","Bloqueador Extracto"
229,"0.628986","Bloqueador Extracto"
228,"0.615591","Bloqueador Extracto"
227,"0.619168","Bloqueador Extracto"
226,"0.611973","Bloqueador Extracto"
225,"0.620719","Bloqueador Extracto"
224,"0.613839","Bloqueador Extracto"
223,"0.627859","Bloqueador Extracto"
222,"0.607710","Bloqueador Extracto"
221,"0.612861","Bloqueador Extracto"
220,"0.612595","Bloqueador Extracto"
219,"0.590658","Bloqueador Extracto"
218,"0.599839","Bloqueador Extracto"
217,"0.613748","Bloqueador Extracto"
216,"0.608021","Bloqueador Extracto"
215,"0.613067","Bloqueador Extracto"
214,"0.616010","Bloqueador Extracto"
213,"0.587829","Bloqueador Extracto"
212,"0.620443","Bloqueador Extracto"
211,"0.599716","Bloqueador Extracto"
210,"0.607365","Bloqueador Extracto"
209,"0.603438","Bloqueador Extracto"
208,"0.593572","Bloqueador Extracto"
207,"0.585725","Bloqueador Extracto"
206,"0.604715","Bloqueador Extracto"
205,"0.590045","Bloqueador Extracto"
204,"0.592527","Bloqueador Extracto"
203,"0.579474","Bloqueador Extracto"
202,"0.577722","Bloqueador Extracto"
201,"0.585757","Bloqueador Extracto"
200,"0.574716","Bloqueador Extracto"
749,"0.181783","Bloqueador Control"
748,"0.182784","Bloqueador Control"
747,"0.180368","Bloqueador Control"
746,"0.181079","Bloqueador Control"
745,"0.180726","Bloqueador Control"
744,"0.182073","Bloqueador Control"
743,"0.182390","Bloqueador Control"
742,"0.182857","Bloqueador Control"
741,"0.182758","Bloqueador Control"
740,"0.183008","Bloqueador Control"
739,"0.183079","Bloqueador Control"
738,"0.183563","Bloqueador Control"
737,"0.184935","Bloqueador Control"
736,"0.181543","Bloqueador Control"
735,"0.182710","Bloqueador Control"
734,"0.183140","Bloqueador Control"
733,"0.183392","Bloqueador Control"
732,"0.184142","Bloqueador Control"
731,"0.184351","Bloqueador Control"
730,"0.183465","Bloqueador Control"
729,"0.183996","Bloqueador Control"
728,"0.183683","Bloqueador Control"
727,"0.184152","Bloqueador Control"
726,"0.184625","Bloqueador Control"
725,"0.184282","Bloqueador Control"
724,"0.184640","Bloqueador Control"
723,"0.185542","Bloqueador Control"
722,"0.185790","Bloqueador Control"
721,"0.185489","Bloqueador Control"
720,"0.185512","Bloqueador Control"
719,"0.184998","Bloqueador Control"
718,"0.185692","Bloqueador Control"
717,"0.185711","Bloqueador Control"
716,"0.184899","Bloqueador Control"
715,"0.185971","Bloqueador Control"
714,"0.184768","Bloqueador Control"
713,"0.186659","Bloqueador Control"
712,"0.186001","Bloqueador Control"
711,"0.187612","Bloqueador Control"
710,"0.187892","Bloqueador Control"
709,"0.187222","Bloqueador Control"
708,"0.186817","Bloqueador Control"
707,"0.187814","Bloqueador Control"
706,"0.187388","Bloqueador Control"
705,"0.188783","Bloqueador Control"
704,"0.187800","Bloqueador Control"
703,"0.186649","Bloqueador Control"
702,"0.187967","Bloqueador Control"
701,"0.188329","Bloqueador Control"
700,"0.187079","Bloqueador Control"
699,"0.186667","Bloqueador Control"
698,"0.187794","Bloqueador Control"
697,"0.187873","Bloqueador Control"
696,"0.188595","Bloqueador Control"
695,"0.189484","Bloqueador Control"
694,"0.190568","Bloqueador Control"
693,"0.188610","Bloqueador Control"
692,"0.187711","Bloqueador Control"
691,"0.189265","Bloqueador Control"
690,"0.193317","Bloqueador Control"
689,"0.191565","Bloqueador Control"
688,"0.190248","Bloqueador Control"
687,"0.189008","Bloqueador Control"
686,"0.188831","Bloqueador Control"
685,"0.190161","Bloqueador Control"
684,"0.191267","Bloqueador Control"
683,"0.191752","Bloqueador Control"
682,"0.191799","Bloqueador Control"
681,"0.191052","Bloqueador Control"
680,"0.190437","Bloqueador Control"
679,"0.192745","Bloqueador Control"
678,"0.194295","Bloqueador Control"
677,"0.193341","Bloqueador Control"
676,"0.192604","Bloqueador Control"
675,"0.190769","Bloqueador Control"
674,"0.191450","Bloqueador Control"
673,"0.191876","Bloqueador Control"
672,"0.194706","Bloqueador Control"
671,"0.194794","Bloqueador Control"
670,"0.194222","Bloqueador Control"
669,"0.191165","Bloqueador Control"
668,"0.194178","Bloqueador Control"
667,"0.196664","Bloqueador Control"
666,"0.196669","Bloqueador Control"
665,"0.194717","Bloqueador Control"
664,"0.194587","Bloqueador Control"
663,"0.193336","Bloqueador Control"
662,"0.195233","Bloqueador Control"
661,"0.197439","Bloqueador Control"
660,"0.195308","Bloqueador Control"
659,"0.196269","Bloqueador Control"
658,"0.194842","Bloqueador Control"
657,"0.196502","Bloqueador Control"
656,"0.197419","Bloqueador Control"
655,"0.196991","Bloqueador Control"
654,"0.197151","Bloqueador Control"
653,"0.195751","Bloqueador Control"
652,"0.197271","Bloqueador Control"
651,"0.196793","Bloqueador Control"
650,"0.197179","Bloqueador Control"
649,"0.198196","Bloqueador Control"
648,"0.197243","Bloqueador Control"
647,"0.197816","Bloqueador Control"
646,"0.196174","Bloqueador Control"
645,"0.197142","Bloqueador Control"
644,"0.198890","Bloqueador Control"
643,"0.199761","Bloqueador Control"
642,"0.198316","Bloqueador Control"
641,"0.198055","Bloqueador Control"
640,"0.198430","Bloqueador Control"
639,"0.198706","Bloqueador Control"
638,"0.199210","Bloqueador Control"
637,"0.199395","Bloqueador Control"
636,"0.199831","Bloqueador Control"
635,"0.199168","Bloqueador Control"
634,"0.199786","Bloqueador Control"
633,"0.200437","Bloqueador Control"
632,"0.199532","Bloqueador Control"
631,"0.199467","Bloqueador Control"
630,"0.200803","Bloqueador Control"
629,"0.200057","Bloqueador Control"
628,"0.199986","Bloqueador Control"
627,"0.200568","Bloqueador Control"
626,"0.201068","Bloqueador Control"
625,"0.201948","Bloqueador Control"
624,"0.202988","Bloqueador Control"
623,"0.201201","Bloqueador Control"
622,"0.202407","Bloqueador Control"
621,"0.199202","Bloqueador Control"
620,"0.200867","Bloqueador Control"
619,"0.203839","Bloqueador Control"
618,"0.202696","Bloqueador Control"
617,"0.203324","Bloqueador Control"
616,"0.202334","Bloqueador Control"
615,"0.203151","Bloqueador Control"
614,"0.202971","Bloqueador Control"
613,"0.203734","Bloqueador Control"
612,"0.204069","Bloqueador Control"
611,"0.204438","Bloqueador Control"
610,"0.203699","Bloqueador Control"
609,"0.203059","Bloqueador Control"
608,"0.204544","Bloqueador Control"
607,"0.206327","Bloqueador Control"
606,"0.204541","Bloqueador Control"
605,"0.203023","Bloqueador Control"
604,"0.204762","Bloqueador Control"
603,"0.205581","Bloqueador Control"
602,"0.206213","Bloqueador Control"
601,"0.206880","Bloqueador Control"
600,"0.205572","Bloqueador Control"
599,"0.206562","Bloqueador Control"
598,"0.205962","Bloqueador Control"
597,"0.205273","Bloqueador Control"
596,"0.205795","Bloqueador Control"
595,"0.207371","Bloqueador Control"
594,"0.207435","Bloqueador Control"
593,"0.207238","Bloqueador Control"
592,"0.207103","Bloqueador Control"
591,"0.207848","Bloqueador Control"
590,"0.207625","Bloqueador Control"
589,"0.209316","Bloqueador Control"
588,"0.207857","Bloqueador Control"
587,"0.208203","Bloqueador Control"
586,"0.207530","Bloqueador Control"
585,"0.208628","Bloqueador Control"
584,"0.211039","Bloqueador Control"
583,"0.210840","Bloqueador Control"
582,"0.209214","Bloqueador Control"
581,"0.208175","Bloqueador Control"
580,"0.208324","Bloqueador Control"
579,"0.211893","Bloqueador Control"
578,"0.212143","Bloqueador Control"
577,"0.212458","Bloqueador Control"
576,"0.211394","Bloqueador Control"
575,"0.209074","Bloqueador Control"
574,"0.210547","Bloqueador Control"
573,"0.212190","Bloqueador Control"
572,"0.212745","Bloqueador Control"
571,"0.212303","Bloqueador Control"
570,"0.213250","Bloqueador Control"
569,"0.213557","Bloqueador Control"
568,"0.212098","Bloqueador Control"
567,"0.212638","Bloqueador Control"
566,"0.212340","Bloqueador Control"
565,"0.213626","Bloqueador Control"
564,"0.214329","Bloqueador Control"
563,"0.214592","Bloqueador Control"
562,"0.214044","Bloqueador Control"
561,"0.215666","Bloqueador Control"
560,"0.214751","Bloqueador Control"
559,"0.215211","Bloqueador Control"
558,"0.215766","Bloqueador Control"
557,"0.215189","Bloqueador Control"
556,"0.216002","Bloqueador Control"
555,"0.217138","Bloqueador Control"
554,"0.215589","Bloqueador Control"
553,"0.216150","Bloqueador Control"
552,"0.217549","Bloqueador Control"
551,"0.218695","Bloqueador Control"
550,"0.217222","Bloqueador Control"
549,"0.217055","Bloqueador Control"
548,"0.217123","Bloqueador Control"
547,"0.216306","Bloqueador Control"
546,"0.217774","Bloqueador Control"
545,"0.219821","Bloqueador Control"
544,"0.218214","Bloqueador Control"
543,"0.216730","Bloqueador Control"
542,"0.218818","Bloqueador Control"
541,"0.218268","Bloqueador Control"
540,"0.220159","Bloqueador Control"
539,"0.219719","Bloqueador Control"
538,"0.218385","Bloqueador Control"
537,"0.217891","Bloqueador Control"
536,"0.220408","Bloqueador Control"
535,"0.221825","Bloqueador Control"
534,"0.219471","Bloqueador Control"
533,"0.221128","Bloqueador Control"
532,"0.220654","Bloqueador Control"
531,"0.219897","Bloqueador Control"
530,"0.220756","Bloqueador Control"
529,"0.221097","Bloqueador Control"
528,"0.221404","Bloqueador Control"
527,"0.223054","Bloqueador Control"
526,"0.220303","Bloqueador Control"
525,"0.223787","Bloqueador Control"
524,"0.224566","Bloqueador Control"
523,"0.223962","Bloqueador Control"
522,"0.225066","Bloqueador Control"
521,"0.225264","Bloqueador Control"
520,"0.223361","Bloqueador Control"
519,"0.223065","Bloqueador Control"
518,"0.224734","Bloqueador Control"
517,"0.226244","Bloqueador Control"
516,"0.227309","Bloqueador Control"
515,"0.226108","Bloqueador Control"
514,"0.228062","Bloqueador Control"
513,"0.226792","Bloqueador Control"
512,"0.227627","Bloqueador Control"
511,"0.227460","Bloqueador Control"
510,"0.226611","Bloqueador Control"
509,"0.227679","Bloqueador Control"
508,"0.227431","Bloqueador Control"
507,"0.228911","Bloqueador Control"
506,"0.227584","Bloqueador Control"
505,"0.228962","Bloqueador Control"
504,"0.228670","Bloqueador Control"
503,"0.231353","Bloqueador Control"
502,"0.230433","Bloqueador Control"
501,"0.231532","Bloqueador Control"
500,"0.230540","Bloqueador Control"
499,"0.228695","Bloqueador Control"
498,"0.231915","Bloqueador Control"
497,"0.231522","Bloqueador Control"
496,"0.231140","Bloqueador Control"
495,"0.231871","Bloqueador Control"
494,"0.231961","Bloqueador Control"
493,"0.231505","Bloqueador Control"
492,"0.231273","Bloqueador Control"
491,"0.232464","Bloqueador Control"
490,"0.234450","Bloqueador Control"
489,"0.233958","Bloqueador Control"
488,"0.233057","Bloqueador Control"
487,"0.232453","Bloqueador Control"
486,"0.234093","Bloqueador Control"
485,"0.233833","Bloqueador Control"
484,"0.232578","Bloqueador Control"
483,"0.235878","Bloqueador Control"
482,"0.237454","Bloqueador Control"
481,"0.237251","Bloqueador Control"
480,"0.237844","Bloqueador Control"
479,"0.238357","Bloqueador Control"
478,"0.238846","Bloqueador Control"
477,"0.237527","Bloqueador Control"
476,"0.238364","Bloqueador Control"
475,"0.239562","Bloqueador Control"
474,"0.239779","Bloqueador Control"
473,"0.240655","Bloqueador Control"
472,"0.240934","Bloqueador Control"
471,"0.241304","Bloqueador Control"
470,"0.240915","Bloqueador Control"
469,"0.239642","Bloqueador Control"
468,"0.242273","Bloqueador Control"
467,"0.242308","Bloqueador Control"
466,"0.242460","Bloqueador Control"
465,"0.243330","Bloqueador Control"
464,"0.244271","Bloqueador Control"
463,"0.243840","Bloqueador Control"
462,"0.244638","Bloqueador Control"
461,"0.242590","Bloqueador Control"
460,"0.242041","Bloqueador Control"
459,"0.244314","Bloqueador Control"
458,"0.245604","Bloqueador Control"
457,"0.246016","Bloqueador Control"
456,"0.245574","Bloqueador Control"
455,"0.245599","Bloqueador Control"
454,"0.248164","Bloqueador Control"
453,"0.248938","Bloqueador Control"
452,"0.247532","Bloqueador Control"
451,"0.246445","Bloqueador Control"
450,"0.247391","Bloqueador Control"
449,"0.249159","Bloqueador Control"
448,"0.247745","Bloqueador Control"
447,"0.248053","Bloqueador Control"
446,"0.246994","Bloqueador Control"
445,"0.249921","Bloqueador Control"
444,"0.251759","Bloqueador Control"
443,"0.252378","Bloqueador Control"
442,"0.253162","Bloqueador Control"
441,"0.251450","Bloqueador Control"
440,"0.252460","Bloqueador Control"
439,"0.252035","Bloqueador Control"
438,"0.252887","Bloqueador Control"
437,"0.254163","Bloqueador Control"
436,"0.254686","Bloqueador Control"
435,"0.252633","Bloqueador Control"
434,"0.255931","Bloqueador Control"
433,"0.256960","Bloqueador Control"
432,"0.258539","Bloqueador Control"
431,"0.257541","Bloqueador Control"
430,"0.259768","Bloqueador Control"
429,"0.260331","Bloqueador Control"
428,"0.259266","Bloqueador Control"
427,"0.261027","Bloqueador Control"
426,"0.261505","Bloqueador Control"
425,"0.258250","Bloqueador Control"
424,"0.259206","Bloqueador Control"
423,"0.262343","Bloqueador Control"
422,"0.262915","Bloqueador Control"
421,"0.264776","Bloqueador Control"
420,"0.266488","Bloqueador Control"
419,"0.268932","Bloqueador Control"
418,"0.271715","Bloqueador Control"
417,"0.274240","Bloqueador Control"
416,"0.277977","Bloqueador Control"
415,"0.282844","Bloqueador Control"
414,"0.287668","Bloqueador Control"
413,"0.293459","Bloqueador Control"
412,"0.296746","Bloqueador Control"
411,"0.305196","Bloqueador Control"
410,"0.313667","Bloqueador Control"
409,"0.326690","Bloqueador Control"
408,"0.338366","Bloqueador Control"
407,"0.359072","Bloqueador Control"
406,"0.381255","Bloqueador Control"
405,"0.411838","Bloqueador Control"
404,"0.443132","Bloqueador Control"
403,"0.490309","Bloqueador Control"
402,"0.547969","Bloqueador Control"
401,"0.620517","Bloqueador Control"
400,"0.709174","Bloqueador Control"
399,"0.818006","Bloqueador Control"
398,"0.951086","Bloqueador Control"
397,"1.108834","Bloqueador Control"
396,"1.297817","Bloqueador Control"
395,"1.516955","Bloqueador Control"
394,"1.707836","Bloqueador Control"
393,"1.893832","Bloqueador Control"
392,"2.077865","Bloqueador Control"
391,"2.066491","Bloqueador Control"
390,"2.036264","Bloqueador Control"
389,"2.093872","Bloqueador Control"
388,"2.137954","Bloqueador Control"
387,"2.131305","Bloqueador Control"
386,"2.122650","Bloqueador Control"
385,"2.124240","Bloqueador Control"
384,"2.109997","Bloqueador Control"
383,"2.100694","Bloqueador Control"
382,"2.100776","Bloqueador Control"
381,"2.130314","Bloqueador Control"
